,song,year,artist,genre,lyrics
246597,clocks,2002,coldplay,Rock,"The lights go out and I can't be saved
Tides that I tried to swim against
Have brought me down upon my knees
Oh I beg, I beg and plead, singing
Come out of the things unsaid
Shoot an apple off my head and a
Trouble that can't be named
A tiger's waiting to be tamed, singing
You are, you are
Confusion that never stops
The closing walls and the ticking clocks gonna
Come back and take you home
I could not stop, that you now know, singing
Come out upon my seas
Cursed missed opportunities am I
A part of the cure
Or am I part of the disease, singing
You are, you are
You are, you are
You are, you are
And nothing else compares
And nothing else compares
And nothing else compares
You are, you are
Home, home, where I wanted to go
Home, home, where I wanted to go
Home, home, where I wanted to go (You are)
Home, home, where I wanted to go (You are)"
246598,warning-sign,2002,coldplay,Rock,"A warning sign
I missed the good part, then I realized
I started looking and the bubble burst
I started looking for excuses
Come on in
I've gotta tell you what a state I'm in
I've gotta tell you in my loudest tones
That I started looking for a warning sign
When the truth is
I miss you
Yeah the truth is
That I miss you so
A warning sign
It came back to haunt me, and I realized
That you were an island and I passed you by
When you were an island to discover
Come on in
I've gotta tell you what a state I'm in
I've gotta tell you in my loudest tones
That I started looking for a warning sign
When the truth is
I miss you
Yeah the truth is
That I miss you so
And I'm tired
I should not have let you go
(Oh oh oh)
So I crawl back into your open arms
Yes I crawl back into your open arms
And I crawl back into your open arms
Yes I crawl back into your open arms"
246599,a-rush-of-blood-to-the-head,2002,coldplay,Rock,"He said I'm gonna buy this place and burn it down
I'm gonna put it six feet underground
He said I'm gonna buy this place and watch it fall
Stand here beside me baby, in the crumbling walls
Oh, I'm gonna buy this place and start a fire
Stand here until I fill all your heart's desires
Because I'm gonna buy this place and see it burn
Do back the things it did to you in return
Ah, ah, ah, ah
He said I'm gonna buy a gun and start a war
If you can tell me something worth fighting for
Oh, and I'm gonna buy this place, that's what I said
Blame it upon a rush of blood to the head
Honey, all the movements you're starting to make
See me crumble and fall on my face
And I know the mistakes that I made
See it all disappear without a trace
And they call as they beckon you on
They said start as you mean to go on
Start as you mean to go on
He said I'm gonna buy this place and see it go
Stand here beside my baby, watch the orange glow
Some'll laugh and some just sit and cry
You just sit down there and you wonder why
So I'm gonna buy a gun and start a war
If you can tell me something worth fighting for
And I'm gonna buy this place, that's what I said
Blame it upon a rush of blood to the head
Oh, to the head
Honey, all the movements you're starting to make
See me crumble and fall on my face
And I know the mistakes that I made
See it all disappear without a trace
And they call as they beckon you on
They say start as you mean to go on
As you mean to go on, as you mean to go on
So meet me by the bridge, meet me by the lane
When am I gonna see that pretty face again
Meet me on the road, meet me where I said
Blame it all upon
A rush of blood to the head"
246600,amsterdam,2002,coldplay,Rock,"Come on, oh my star is fading
And I swerve out of control
If I, if I'd only waited
I'd not be stuck here in this hole
Come here, oh my star is fading
And I swerve out of control
And I swear I waited and waited
I've got to get out of this hole
But time is on your side
It's on your side now
Not pushing you down and all around
It's no cause for concern
Come on, oh my star is fading
And I see no chance of release
And I know I'm dead on the surface
But I am screaming underneath
And time is on your side
Is on your side, It's on your side now
Not pushing you down, and all around
No it's no cause for concern
Stuck on the end of this ball and chain
And I'm on my way back down again
Stood on a bridge, tied to the noose
Sick to the stomach
You can say what you mean
But it won't change a thing
I'm sick of the secrets
Stood on the edge, tied to the noose
You came along and you cut me loose
You came along and you cut me loose
You came along and you cut me loose"
246601,a-whisper,2002,coldplay,Rock,"A whisper, a whisper, a whisper, a whisper
A whisper, a whisper, a whisper, a whisper
I hear the sound of the ticking of clocks
Remember your face
Who remembers you when you are gone?
I hear the sound of the ticking of clocks
Come back and look for me
Look for me when I am lost
Just a whisper, a whisper, a whisper, a whisper
Just a whisper, a whisper, a whisper, a whisper
Night turns to day
And I still have these questions
Bridges will break
Should I go forwards or backwards?
Night turns to day
And I still get no answers
Just a whisper, a whisper, a whisper, a whisper
Just a whisper, a whisper, a whisper, a whisper
I hear the sound of the ticking of clocks
Remember your face
Who remembers you when you are gone?
I hear the sound of the ticking of clocks
Come back and look for me
Look for me when I am lost
Just a whisper, a whisper, a whisper, a whisper
Just a whisper, a whisper, a whisper, a whisper
Ah, ah, ah, ah, ah, ah"
246602,politik,2002,coldplay,Rock,"Look at earth from outer space
Everyone must find a place
Give me time and give me space
Give me real don't give me fake
Give me strength reserve control
Give me heart and give me soul
Give me time give us a kiss
Tell me your own politik
And open up your eyes
Open up your eyes
Open up your eyes
Open up your eyes
Give me one, 'cause one is best
In confusion, confidence
Give me peace of mind and trust
Don't forget the rest of us
Give me strength reserve control
Give me heart and give me soul
Wounds that heal and cracks that fix
Tell me all your politik
And open up your eyes
Open up your eyes
Open up your eyes
Open up your eyes
Just open up your eyes"
246603,god-put-a-smile-upon-your-face,2002,coldplay,Rock,"Where do we go nobody knows?
I've gotta say I'm on my way down
God give me style and give me grace
God put a smile upon my face
Where do we go to draw the line?
I've gotta say
I wasted all your time, honey honey
Where do I go to fall from grace?
God put a smile upon your face
Yeah
Now when you work it out I'm worse than you
Yeah when you work it out I wanted to
Now when you work out where to draw the line
Your guess is as good as mine
Where do we go nobody knows?
Don't ever say you're on your way down when
God gave you style and gave you grace
And put a smile upon your face
Ah yeah
Now when you work it out I'm worse than you
Yeah when you work it out I wanted to
Now when you work out where to draw the line
Your guess is as good as mine
It's as good as mine
It's as good as mine
It's as good as mine
As good as mine
As good as mine
As good as mine
As good as mine
Where do we go nobody knows?
Don't ever say you're on your way down when
God gave you style and gave you grace
And put a smile upon your face"
246604,the-scientist,2002,coldplay,Rock,"Come up to meet you
Tell you I'm sorry
You don't know how lovely you are
I had to find you
Tell you I need you
Tell you I set you apart
Tell me your secrets
And ask me your questions
Oh let's go back to the start
Running in circles; coming up tails
Heads on a science apart
Nobody said it was easy
It's such a shame for us to part
Nobody said it was easy
No one ever said it would be this hard
Oh take me back to the start
I was just guessing at numbers and figures
Pulling your puzzles apart
Questions of science; science and progress
Do not speak as loud as my heart
Tell me you love me
Come back and haunt me
Oh and I rush to the start
Running in circles, chasing our tails
Coming back as we are
Nobody said it was easy
Oh it's such a shame for us to part
Nobody said it was easy
No one ever said it would be so hard
I'm going back to the start
(Oh oh oh oh oh oh)
(Ah oh oh)"
246605,up-up-freedo-remix,2016,coldplay,Rock,"Fixing up a car to drive in it again
Searching for the water, hoping for the rain
Up and up, up and up
Down upon a canvas, working with a wheel
Waiting for a chance to pick your orange peel
Up and up, up and up
See a performer, a diamond in the rough
See a bird soaring high above the flood
It's in your blood, it's in your blood
Underneath the storm an umbrella is saying
Sitting with the poison takes away the pain
Up and up, up and up
Saying we're gonna get it, get it together
I know we're gonna get it, get it together somehow
We're gonna get it, get it together and flow
We're gonna get it, get it together
I know, we're gonna get it, get it together and flow
We're gonna get it, get it together and go
Up, and up, and up
Lying in the gutter, aiming for the moon
Trying to empty out the ocean with a spoon
Up and up, up and up
How can people suffer, how can people part?
How can people struggle
How can people break your heart
Break your heart?
Yes I wanna go, yes I wanna feel
Yes I wanna know, show me how to heal it up, heal it up
see the forest staring at every seed
Angels in the marble waiting to be freed
Just need love, just need love
When the going is rough, saying
We're gonna get it, get it together
I know we're gonna get it, get it together somehow
We're gonna get it, get it together and flow
We're gonna get it, get it together
I know, we're gonna get it, get it together and flow
We're gonna get it, get it together and go
'Cause you can say what is, or fight for it
Close your mind and take the risk
You can say smile and clench your fist
And see each other as a gift
We're gonna get it, get it together
I know we're gonna get it, get it together somehow
We're gonna get it, get it together and flow
We're gonna get it, get it together
I know, we're gonna get it, get it together and flow
We're gonna get it, get it together and go
Up, and up, and up
We're gonna get it, get it together
I know we're gonna get it, get it together somehow
We're gonna get it, get it together and flow
We're gonna get it, get it together
I know, we're gonna get it, get it together and flow
We're gonna get it, get it together and go
Up, and up, and up
Fixing up a car to drive in it again
When you're in pain, when you think you've had enough
Don't ever give up
Don't ever give up"
246608,don-t-let-it-break-your-heart,2011,coldplay,Rock,"And if I lost the map
If I lost it all
Or fell into the trap
Then she'd call
'When you're tired of racing
And you find you never left the start
Come on baby
Don't let it break your heart'
Though heavily we bled
Still on we crawl
Try to catch a cannonball
And a slowly burning tide, oh
Through my veins is flowing
From my shipwreck I heard her call
She said 'When you're tired of aiming your arrows
Still you never hit the mark, oh
Even in your rains and shadows
Still we're never going to part
Come on baby
Don't let it break your heart, oh, oh, oh, oh, oh
Don't let it break your heart, oh, oh, oh, oh, oh
Don't let it break your heart
Don't let it break your heart"
246609,hurts-like-heaven,2011,coldplay,Rock,"Written in graffiti on a bridge in a park
Do you ever get the feeling
That you're missing the mark?
It's so cold, it's so cold
It's so cold, it's so cold
Written up in marker on a factory sign
I struggle with the feeling
That my life isn't mine
It's so cold, it's so cold
It's so cold, it's so cold
See the arrow that they shot trying
To tear us apart took the fire from my belly and
The beat from my heart
Still I won't let go
Still I won't let go
You, ooh, ooh
Oh you, use your heart as a weapon
And it hurts like heaven
On every street, every car, every surface in nature
And at the streets are rising and you'd rather sing
Don't let them take control
No, we won't let 'em take control
Yes, I feel a little bit nervous
Yes, I feel nervous and I cannot relax
I'm coming 'round to get us
I'm coming 'round when they don't know the facts
So on a concrete canvas and a glow in the dark
On a concrete canvas, I will make you a mark
Armed with the spray can soul
Let me out with the spray can soul
You, ooh, ooh
Ooh, ooh, ooh
'Cause you use your heart as a weapon
And it hurts like heaven
Whoa-oh-oh
Whoa-oh-oh
Yeah, it's true, when you
Use your heart as a weapon
And it hurts like heaven
Oh and it hurts like heaven"
246610,charlie-brown,2011,coldplay,Rock,"Stole a key
Took a car downtown where the lost boys meet
Took a car downtown and took what they offered me
To set me free
I saw the lights go down at the end of the scene
I saw the lights go down and standing in front of me
In my scarecrow dreams
When they smashed my heart into smithereens
Be a bright red rose come bursting the concrete
Be the cartoon heart
Light a fire, light a spark
Light a fire, a flame in my heart
We'll run wild oh
We'll be glowing in the dark
We'll be glowing in the dark
All the boys, all the girls
All that matters in the world
All the boys, all the girls
All that matters that occurs
All the highs, all the lows
As the room is spinning, oh
We'll run wild
We'll be glowing in the dark
Living innocent wild
We'll be glowing in the dark"
246611,mylo-xyloto,2011,coldplay,Rock,INSTRUMENTAL
246612,u-f-o,2011,coldplay,Rock,"Lord I don't know which way I am going
Which way, the river gonna flow
It's just seems that upstream, I keep rolling
Still got such a long way to go
Still got such a long way to go
Then at last, it's your right, I know, I swear
We'll find somewhere the streets are paved with gold
But it's fly, split the sky
But that's all right, sometimes
The sunlight comes streaming through the holes"
246613,princess-of-china,2011,coldplay,Rock,"Ohhhhh...
[Chris Martin:]
Once upon a time somebody ran
Somebody ran away saying fast as I can
I've got to go... got to go
Once upon a time we fell apart
You're holding in your hands the two Halves of my heart
Ohhhhh, ohhhhh!
Ohhhhh...
[Rihanna:]
Once upon a time, we burn bright
Now all we ever seem to do is fight
On and on...
And on and on and on...
Once upon a time on the same side.
Once upon a time on the same side, the same game
And why'd you have to go, have to go and throw it all on my fame
[Chorus:]
I could've been a Princess, You'd be a King
Could've had a castle, and worn a ring
But no, you let me go
I could've been a Princess, You'd be a king
Could've had a castle, and worn a ring
But no, you let me go
And stole my star
La, la, la, la, la, la, la, la
You stole my star
La, la la la la laaaaaa
Oooooooh-oh oh oooooooh oh oh oh ohhhhhhhhh
Oooooooh-oh oh oooooooh oh oh oh ohhhhhhhhh
[Outro:]
Cause you really hurt me
No you really hurt me
Cause you really hurt me
No you really hurt me
Cause you really hurt me
Ooooooooh no you really hurt me
Cause you really hurt me
Ooooooooh no you really hurt me"
246614,up-in-flames,2011,coldplay,Rock,"So it's over,
This time I know it's gone
Salt water tasted it too long
I only know I'm wrong
Now I know it's gone
Up in flames, up in flames
Up in flames we have slowly gone
So it's over,
This time you're flying on
This time I know no song
Can stop it slowly burn
Can stop it slowly gone
Up in flames, up in flames
Up in flames we have slowly gone"
246615,moving-to-mars,2011,coldplay,Rock,"Moving to mars
Somewhere up above the stars
The wreckage of a universe floats past
Somewhere up above my heart
A tiny little seed is sown,
A government is overthrown,
Who knows when we'll be coming home at last
And I heard it on the radio
That one day we'll be living in the stars
And I heard it on a tv show
That somewhere up above
And in my heart
They'll be tearing us apart,
Maybe moving us to mars
Past the satellites and stars,
Maybe moving us to mars
We won't see the earth again
In these seconds just remain unchanged
Eight to nine, nine to ten
We are meeting for the first time
We might never meet again you and me
We are meeting for the first time
Can't you see
Seven, six, five, four, three,
We are meeting for the first time
Singing this space symphony
They'll be tearing us apart moving us to mars,
Past the satellites and stars
They're moving us to mars"
246616,us-against-the-world,2011,coldplay,Rock,"Oh morning come bursting, the clouds amen
Lift off this blindfold, let me see again
Bring back the water, let your ships roll in
In my heart she left a hole
The tightrope that I'm walking just sways and ties
The devil as he's talking with those angel's eyes
And I just want to be there when the lightning strikes
And the saints go marching in
And sing slow it down
Through chaos as it swirls
It's us against the world
Like a river to a raindrop, I lost a friend
My drunken as a Daniel in a lion's den
And tonight I know it all has to begin again
So whatever you do, don't let go
And if we could float away
Fly up to the surface and just start again
And lift off before trouble
Just erodes us in the rain
Just erodes us in the rain
Just erodes us and see roses
In the rain
Sing slow it down
Slow it down
Through chaos as it swirls
It's us against the world
Through chaos as it swirls
It's us against the world"
246617,a-hopeful-transmission,2011,coldplay,Rock,"And, if I lost a man,
If I lost it all,
Or fell into the trap,
Would you go.
When you're tired of waiting, and you just find you never had a start, come on baby, don't let it break your heart.
Though, (everly we play?) still over call.
Try and catch a cannonball.
And its sloooow and I'm tired oh, two majors flowing from a shipwreck, I heard the call.
Well she said when you're tired of aiming your arrows, still you never hit the mark.
Ohhh, even when you're ready, there's shadows, still we never gonna part.
Ahhh come on baby, don't let it break your heart.
Ohhhhhhh, don't let it break your heart.
Ohhhhhhh, don't let it break your heart.
Don't let it break your heart."
246618,paradise,2011,coldplay,Rock,"Oo-oo-oo, oo-oo-oo, oo-oo-oo.
Oo-oo-oo, oo-oo-oo, oo-oo-oo.
When she was just a girl,
She expected the world,
But it flew away from her reach,
So she ran away in her sleep.
And dreamed of para-para-paradise,
Para-para-paradise,
Para-para-paradise,
Every time she closed her eyes.
Oo-oo-oo, oo-oo-oo, oo-oo-oo.
Oo-oo-oo, oo-oo-oo, oo-oo-oo.
When she was just a girl,
She expected the world,
But it flew away from her reach,
And bullets catching her teeth.
Life goes on,
It gets so heavy,
The wheel breaks the butterfly.
Every tear, a waterfall.
In the night, the stormy night,
She closed her eyes.
In the night, the stormy night,
Away she flied.
And dream of para-para-paradise,
Para-para-paradise,
Para-para-paradise,
Whoa-oh-oh oh-oooh oh-oh-oh.
She dreamed of para-para-paradise,
Para-para-paradise,
Para-para-paradise,
Whoa-oh-oh oh-oooh oh-oh-oh.
La-la
La-la-la-la-la
La-la-la-la-la
La-la-la-la.
So lying underneath the stormy skies.
She said oh-oh-oh-oh-oh-oh.
I know the sun's set to rise.
This could be para-para-paradise,
Para-para-paradise,
Could be para-para-paradise,
Whoa-oh-oh oh-oooh oh-oh-oh.
This could be para-para-paradise,
Para-para-paradise,
Could be para-para-paradise,
Whoa-oh-oh oh-oooh oh-oh-oh.
(Oh, oh. Oo-oo-oo-oo-oo.)
This could be para-para-paradise,
Para-para-paradise,
Para-para-paradise,
Whoa-oh-oh oh-oooh oh-oh-oh.
Oo-oo-oo, oo-oo-ooo, oo-oo-oo
Oo-oo-oo, oo-oo-ooo, oo-oo-oo
Oo-oo-oo, oo-oo-ooo, oo-oo-oo
Oo-oo-oo, oo-oo-ooo..."
246619,up-with-the-birds,2011,coldplay,Rock,"The birds they sang, at break of day
Start again I hear them say
It's so hard to just walk away
The birds they sang, all a choir
Start again a little higher
It's a spark in a sea of gray
The sky is blue dream that lie 'till it's true
Then taken back the punch I threw
My arms turn in oh, those clumsy things
Send me up to that wonderful world
And then I'm up with the birds
Might have to go
Where they don't know my name
Float all over the world
Just to see her again
And I won't show or feel any pain
Even though all my armor might rust in the rain
A simple plot
But I know one day
Good things are coming our way
A simple plot
But I know one day
Good things are coming our way
Oh, yeah"
246620,every-teardrop-is-a-waterfall,2011,coldplay,Rock,"I turn the music up, I got my records on
I shut the world outside until the lights come on
Maybe the streets alight, maybe the trees are gone
I feel my heart start beating to my favourite song
And all the kids they dance, all the kids all night
Until Monday morning feels another life
I turn the music up
I'm on a roll this time
And heaven is in sight
I turn the music up, I got my records on
From underneath the rubble sing a rebel song
Don't want to see another generation drop
I'd rather be a comma than a full stop
Maybe I'm in the black, maybe I'm on my knees
Maybe I'm in the gap between the two trapezes
But my heart is beating and my pulses start
Cathedrals in my heart
As we saw oh this light I swear you, emerge blinking into
To tell me it's alright
As we soar walls, every siren is a symphony
And every tear's a waterfall
Is a waterfall
Oh
Is a waterfall
Oh oh oh
Is a is a waterfall
Every tear
Is a waterfall
Oh oh oh
So you can hurt, hurt me bad
But still I'll raise the flag
Oh
It was a wa wa wa wa wa-aterfall
A wa wa wa wa wa-aterfall
Every tear
Every tear
Every teardrop is a waterfall
Every tear
Every tear
Every teardrop is a waterfall
Every tear
Every tear
Every teardrop is a waterfall"
246622,m-m-i-x,2011,coldplay,Rock,"Somewhere up above the stars
The wreckage of a universe floats past
Somewhere up above my heart
A tiny little seed is sown,
A government is overthrown,
Who knows when we'll be coming home at last
And I heard it on the radio
That one day we'll be living in the stars
And I heard it on a tv show
That somewhere up above
And in my heart
They'll be tearing us apart,
Maybe moving us to mars
Past the satellites and stars,
Maybe moving us to mars
We won't see the earth again
In these seconds just remain unchanged
8 to 9, 9 to 10
We are meeting for the first time
We might never meet again you and me
We are meeting for the first time
Can't you see
76543
We are meeting for the first time
Singing this space symphony
They'll be tearing us apart moving us to mars,
Past the satellites and stars
They're moving us to mars"
246623,cartoon-hearts,2011,coldplay,Rock,"I stole a key
took a car downtown
where the lost boys meet
I took a car downtown
and took what they offered me
to set me free
I saw the lights go down
at the end of the scene
I saw the lights go down
and they're standing in front of me
My scarecrow dreams
when they smashed my heart into smithereens
I'll be a bright red rose
combusting the concrete
be the cartoon heart
Light a fire
light a spark
light a fire
a flame in my heart
we'll run wild
we'll be glowing in the dark
Glowing in the dark
All the boys
all the girls
all the madness in the world
all the boys
all the girls
all the madness that occurs
all the highs
all the lows
as the room is spinning, oh,
we'll run wild
we'll start glowing in the dark"
246624,major-minus,2011,coldplay,Rock,"They got one eye watching you
One eye on what you do
So be careful who it is you're talking to
They got one eye watching you
One eye on what you do
So be careful what it is you're trying to do
And be careful when you're walking in the view
Just be careful when you're walking in the view
Ooh-ooh-ooh, ooh-ooh-ooh-ooh
Got one eye on the road and one on you
Ooh-ooh-ooh, ooh-ooh-ooh-ooh
Got one eye on the road and one on
They got one eye watching you
And one eye on what you do
So be careful 'cause nothing they say is true
D-don't believe a word, it's us against the world
And we just got to turn up to be heard
Hear the crocodiles ticking round the world
Hear those crocodiles ticking, they go ticking round the world
Ooh-ooh-ooh, ooh-ooh-ooh-ooh
Got one eye on the road and one on you
Ooh-ooh-ooh, ooh-ooh-ooh-ooh
Got one eye on the road and
You could hear them climbing the stairs
I got my right side fighting while
My left hides under the chairs
Ooh-ooh-ooh, ooh-ooh-ooh-ooh
Got one eye on the road and one on you
Ooh-ooh-ooh, ooh-ooh-ooh-ooh
Got one eye on the road and one on you"
246625,one-i-love,2003,coldplay,Rock,"Could you, could you come back
Come back together
Put yourself on the band
And see us forever
Could you, could you come home
Come home forever
Surely things in the band
Keep us together
Cause you're the one I love
You're the one I love
You're the one I love
Ahhhh, ahhhh
Could you, could you come home
Could you tell me whatever
Tie youself to a mast
It's now or it's never
Could it tear us apart
It'll soon be forever
It's gonna tear us apart
Keep us together
You're the one I love
You're the one I love
Ahhh ahhh
You're the one I love
Yeah yeah you're the one
Oooooo...
Oooooo...
You're the one I love
You're the one I love
You're the one I love"
246626,moses,2003,coldplay,Rock,"Come on now, don't you want to see?
This thing that's happening to me
Like Moses has power over sea
So you've got power over me
Come on now, don't you want to know?
You're a refuge, somewhere I can go
You're air that, air that I can breathe
Cause you're my golden opportunity
And oh, oh yes I would
If I only could
And you know I would
And baby I, oh baby I
I wish
Come on now, don't you want to see?
Just what a difference you've made in me
I'll be waiting oh no matter what you say
Cause I've been waiting for days, days, days
And oh, oh yes I would
If I only could
And you know I would
And baby I, oh baby I
I wish
I wish
Oh, oh, oh
Oh, oh, oh
If the sky's gonna fall down, let it fall on me
If you're gonna break down, you can break on me
If the sky's gonna fall down, let it fall on me
If it's gonna rain down, it can rain on me
It can rain on me"
246627,up-up,2015,coldplay,Rock,"Fixing up a car to drive in it again
Searching for the water, hoping for the rain
Up and up, up and up
Down upon a canvas, working with a wheel
Waiting for a chance to pick your orange peel
Up and up, up and up
See a performer, a diamond in the rough
See a bird soaring high above the flood
It's in your blood, it's in your blood
Underneath the storm an umbrella is saying
Sitting with the poison takes away the pain
Up and up, up and up
Saying we're gonna get it, get it together
I know we're gonna get it, get it together somehow
We're gonna get it, get it together and flow
We're gonna get it, get it together
I know, we're gonna get it, get it together and flow
We're gonna get it, get it together and go
Up, and up, and up
Lying in the gutter, aiming for the moon
Trying to empty out the ocean with a spoon
Up and up, up and up
How can people suffer, how can people part?
How can people struggle
How can people break your heart
Break your heart?
Yes I wanna go, yes I wanna feel
Yes I wanna know, show me how to heal it up, heal it up
see the forest staring at every seed
Angels in the marble waiting to be freed
Just need love, just need love
When the going is rough, saying
We're gonna get it, get it together
I know we're gonna get it, get it together somehow
We're gonna get it, get it together and flow
We're gonna get it, get it together
I know, we're gonna get it, get it together and flow
We're gonna get it, get it together and go
'Cause you can say what is, or fight for it
Close your mind and take the risk
You can say smile and clench your fist
And see each other as a gift
We're gonna get it, get it together
I know we're gonna get it, get it together somehow
We're gonna get it, get it together and flow
We're gonna get it, get it together
I know, we're gonna get it, get it together and flow
We're gonna get it, get it together and go
Up, and up, and up
We're gonna get it, get it together
I know we're gonna get it, get it together somehow
We're gonna get it, get it together and flow
We're gonna get it, get it together
I know, we're gonna get it, get it together and flow
We're gonna get it, get it together and go
Up, and up, and up
Fixing up a car to drive in it again
When you're in pain, when you think you've had enough
Don't ever give up
Don't ever give up"
246628,amazing-day,2015,coldplay,Rock,"Sat on a roof
Named every star
Shed every bruise and
Showed every scar
?
Your hand in mine, singing
Life has a beautiful, crazy design
And time seemed to say
Forget the world and all its weight
And here I just wanna say
Amazing day
Amazing day
Sat on a roof
Named every star and
Showed me a place
Where you can be who you are
And the view
The whole Milky Way
In your eyes
I'm drifting away
And in your arms
I just wanna sway
Amazing day
Amazing day
Amazing day
Amazing day
Oh, oh, oh
Oh, oh, oh
Oh, oh, oh
Oh, oh, oh
Oh, oh, oh
Oh, oh, oh
Oh, oh, oh
And I asked every book
Poetry and chime
Can there be breaks
In the chaos of times?
Oh, thanks God
You must've heard when I prayed
Because now I always
Want to feel this way
Amazing day
Amazing day
Amazing day
Amazing day
It's today"
246629,army-of-one,2015,coldplay,Rock,"Been around the world, wonders to view
Been around the world, looking for someone like you
Pyramids try, Babylon too
But the beautiful-est treasures lie in the deepest blue
So I'll never say die, I'm never untrue
I'm never so high as when I'm with you
And there isn't a fire, that I wouldn't walk through
My army of one is going to fight for you
Been around the world, universe too
I've been around flying, baby, there's nothing I wouldn't do
Dance with the stars, while I see the moon
I'll be standing there besides you
Right when the storm comes through
'Cause I'll never say die, I'm never untrue
I'm never so high as when I'm with you
And there isn't a fire, that I wouldn't walk through
My army of one is going to fight for you
My army of one is going to fall for you, yeah
'Cause you're right, 'cause you're right
'Cause you're right
My army of one is gonna call it through
Say my heart is my gun, army of one
Yeah my heart is my gun, army of one
Is my only weapon, army of one
Say my heart is my gun, army of one"
246630,kaleidoscope,2015,coldplay,Rock,"This being human is a guest house
Every morning a new arrival
A joy, a depression, a meanness
Some momentary awareness comes
As an unexpected visitor
Welcome and entertain them all!
Be grateful for whoever comes
Because each has been sent as a guide"
246631,colour-spectrum,2015,coldplay,Rock,"[Instrumental]
This being human is a guest house
Every morning a new arrival
A joy, a depression, a meanness
Some momentary awareness comes
As an unexpected visitor
Welcome and entertain them all!
Because each has been sent as a guide..."
246632,fun,2015,coldplay,Rock,"I know it's over before she says
I know it falls at the water face
I know it's over, an ocean awaits
For a storm
The sun and snow
Rivers and rain
Crystal ball could foresee a change
And I know it's over, parting our ways
And it's done
But didn't we have fun?
Don't say it was all a waste
Didn't we have fun?
Oh-oh-oh
From the top of the world
Top of the waves
You said forever, forever always
We could have been lost
We would have been saved
Oh, I-aaah
Now we're stopping the world, stopping it's spin
Oh come on don't give up
You see me give in
Don't say it's over
Don't say we're done
Oh, didn't we have fun?
Woo-oh-oh-oh
Woo-oh-oh-oh
Woo-oh-oh-oh
Oh, didn't we have fun?
I know it's over before she says
Now someone else has taken your place
I know it's over Icarus says to the sun
And so it sinks in, lightning strikes
You're too forced to force his glide
The fact that it's over, the fact that it's done
Ah-ah-ah
Didn't we have fun?
Don't say it was all a waste
Didn't we have fun?
Oh-oh
From the top of the world
Top of the waves
You said forever, forever always
We could have been lost
We would have been saved
Oh, I-aaah
Now we're stopping the world, stopped it in its tracks
Nothing's too broken to find our way back
So before it's over, before you run
Ah, didn't we have fun?"
246633,everglow,2015,coldplay,Rock,"oh they say people come, say people go
this particular diamond was extra special
and though you might be gone, and the world may not know
still I see you, celestial
like a lion you ran, a goddess you rolled
like an eagle you circled, in perfect purple
so how come things move on, how come cars don't slow
when it feels like the end of my world
when I should but I can't let you go?
but when I'm cold, cold
oh when I'm cold, cold
there's a light that you give me when I'm in shadow
there's a feeling you give me, an everglow
like brothers in blood, sisters who ride
and we swore on that night we'd be friends til we die
but the changing of winds, and the way waters flow
life as short as the falling of snow
and now I'm gonna miss you I know
but when I'm cold, cold
in water rolled, salt
I know that you're with me and the way you will show
and you're with me wherever I go
and you give me this feeling this everglow
oh- I I I I
what I wouldn't give for just a moment to hold
yeah I live for this feeling this everglow
so if you love someone, you should let them know
oh the light that you left me will everglow"
246634,birds,2015,coldplay,Rock,"Standing in the corner
Studying the lights
Dreaming of escape
Could be up at night
Someone put the fares up
Got me in raise
So guess it's better to stay
Well, come on and say
Well, the food's gonna find us
Just the water and rain
Don't let the fear install
I wanna see you again
I hear you never wanna, sleep all night
Just not falling in love
Stop the ride, come on rage with me
Don't need notes
We'll be birds
To make you look in
Look up this morning
You and me
Get you off your feet
Come on, raise it
Come on raise this noise
One million people, and not one voice
Come on, it's not over
For me, sing loud
Come on, awful love, come away with me
We don't need words
Close your eyes and see
The lumpy boats
Falling free
Fall in love and I missed you
Free as free and free
We'll go through this together
Fly won't you
Won't you take me too?
In this world so cruel
I think you're so cool"
246635,x-marks-the-spot,2015,coldplay,Rock,"(So I reach for it)
Stare into darkness, staring at doom
My heart go boom, bo-boom boom
Stare into darkness, admit defeat
Coming home and I'm finding no peace
And I know, and I know and I know
I know I'm out of luck
And I know, and I know and I know
I know what you've got
So I put my hands up to the sky, the feeling is like
I've got a rocketship that I want to ride
I put my hands up to the sky, the feeling is like
Wherever you are, I'll find that treasure
(So I reach for it) wherever you are, I'll find that treasure
(So I reach for it)
Stare into darkness, staring at doom
You make my heart go boom, bo-boom boom
Superhero, a masterpiece
Been in a city but it centered around me
And I know, and I know and I know
I know I'm in luck
And I know, and I know and I know
I know when I'm not
I just put my hands up to the sky, I'm feeling like
I've got a rocketship that I want to ride
I put my hands up to the sky, the feeling is like
Wherever you are, I'll find that treasure
I just put my hands up to the sky, the feeling is like
I've got a rocket, eyes on the prize
I put my hands up to the sky, I'm gonna find
Wherever you are, I'll find that treasure
(So I reach for it) wherever you are, I'll find that treasure
(So I reach for it) wherever you are, I'll find that treasure
(So I reach for it) and I know, and I know, and I know
(So I reach for it) I know what I've got
X marks the spot
So I put my hands up to the sky, the feeling is like
I've got a rocketship that I want to ride
I put my hands up to the sky, the feeling is like
Wherever you are, I'll find that treasure
I put my hands up to the sky, feeling alright
I've got a rocket, eyes on the price
I put my hands up to the sky, I'm gonna fly
Wherever you are, I'll find that treasure"
